acceptor,tin_reagents,ring_b1,ring_b2,chain1,chain2,PCE
Y7,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)O*CC(CCCC)CCCCCC,-,15.963048934936523
ZY-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.96254825592041
Y7,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.961146354675293
Y7,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.959944725036621
ZY-4Cl,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.958707809448242
BTP-eC9,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.958382606506348
Y7,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.95605754852295
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.955821990966797
Y12,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,15.955812454223633
Y12,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,15.955693244934082
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,15.955382347106934
Y7,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.953917503356934
ZY-4Cl,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,15.953754425048828
O-IDTBR,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*Cl,-,15.952524185180664
O-IDTBR,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,15.952165603637695
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.951947212219238
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,15.951274871826172
BTP-eC9,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.95105266571045
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*S*CC(CCCC)CCCCCC,-,15.949987411499023
Y12,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.948302268981934
Y7,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.94800853729248
Y6,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*S*CC(CCCC)CCCCCC,-,15.9472074508667
Y7,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.94713020324707
L8-BO,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,15.94467544555664
Y7,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,15.941967010498047
L8-BO,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C(=O)*CC(CCCC)CCCCCC,-,15.941722869873047
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.940645217895508
BTP-eC9,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.939929008483887
O-IDTBR,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,15.939530372619629
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.939478874206543
L8-BO,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.938377380371094
BTP-eC9,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,-,15.938241004943848
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)O*CC(CCCC)CCCCCC,-,15.937599182128906
Y7,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.937555313110352
L8-BO,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.937453269958496
Y6,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.936477661132812
L8-BO,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.936382293701172
BTP-eC9,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.935937881469727
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.935107231140137
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.934864044189453
O-IDTBR,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*Cl,-,15.933393478393555
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,15.932010650634766
ITIC-Th1,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,15.931522369384766
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*S*CC(CCCC)CCCCCC,-,15.929986953735352
ZY-4Cl,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.929113388061523
O-IDTBR,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*Cl,-,15.92892074584961
L8-BO,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.927583694458008
L8-BO,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)O*CC(CCCC)CCCCCC,-,15.92721939086914
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.926497459411621
L8-BO,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.926316261291504
Y12,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.924590110778809
Y12,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.924223899841309
BTP-eC9,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*CC(CCCC)CCCCCC,-,15.923731803894043
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.923357963562012
ZY-4Cl,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.922021865844727
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.921357154846191
Y7,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.921038627624512
ZY-4Cl,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.918462753295898
O-IDTBR,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*Cl,-,15.91827392578125
Y6,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.918185234069824
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.917133331298828
ZY-4Cl,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.917130470275879
L8-BO,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.916963577270508
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.916427612304688
L8-BO,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,15.914941787719727
O-IDTBR,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.91473388671875
Y12,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.913946151733398
O-IDTBR,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.91386604309082
Y6,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.912446975708008
ZY-4Cl,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,15.912117958068848
Y7,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,15.911765098571777
ZY-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.910540580749512
O-IDTBR,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*Cl,-,15.910016059875488
L8-BO,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,15.908909797668457
Y6,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,15.907476425170898
Y6,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.907434463500977
ZY-4Cl,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C#N,-,15.907337188720703
Y6,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,-,15.90493392944336
Y12,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,15.904684066772461
O-IDTBR,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*Cl,-,15.904583930969238
L8-BO,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.904571533203125
Y6,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,15.903470039367676
Y6,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.902266502380371
BTP-eC9,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,15.900779724121094
BTP-eC9,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,15.900346755981445
Y7,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,15.899696350097656
